book_id,title,author,reading_status,metadata_status,metadata_confidence,matched_title,matched_author,douban_url,isbn,rating,notes
162,赢家的诅咒,,metadata-review,no-match,0.00,,,,,,processor_error: HTTPError: HTTP Error 403: Forbidden
163,哈扎尔辞典,,metadata-review,no-match,0.00,,,,,,processor_error: HTTPError: HTTP Error 403: Forbidden
164,黑书,,metadata-review,no-match,0.00,,,,,,processor_error: HTTPError: HTTP Error 403: Forbidden
165,化身,,metadata-review,no-match,0.00,,,,,,processor_error: HTTPError: HTTP Error 403: Forbidden
166,控制论与科学方法论,,metadata-review,no-match,0.00,,,,,,processor_error: HTTPError: HTTP Error 403: Forbidden
167,理解漫画,,metadata-review,no-match,0.00,,,,,,processor_error: HTTPError: HTTP Error 403: Forbidden
168,你的灯亮着吗,,metadata-review,no-match,0.00,,,,,,processor_error: HTTPError: HTTP Error 403: Forbidden
169,撞车俱乐部,,metadata-review,no-match,0.00,,,,,,processor_error: HTTPError: HTTP Error 403: Forbidden
170,蚱（游戏、生命与乌托邦）,,metadata-review,no-match,0.00,,,,,,processor_error: HTTPError: HTTP Error 403: Forbidden
171,游戏引擎：游戏设计全景探秘,Tynan Sylvester,metadata-review,no-match,0.00,,,,,,processor_error: HTTPError: HTTP Error 403: Forbidden
172,游戏化实战,,metadata-review,no-match,0.00,,,,,,processor_error: HTTPError: HTTP Error 403: Forbidden
173,游戏设计艺术（第二版）,,metadata-review,no-match,0.00,,,,,,processor_error: HTTPError: HTTP Error 403: Forbidden
