book_id,title,author,metadata_status,metadata_reliable,q2_generation_basis,q1_id,q1_question,q1_status,q1_assignment_reason,raw_q2_count,raw_q2_1,raw_q2_2,raw_q2_3,raw_q2_4,raw_q2_5,notes
8,想象的共同体,本尼迪克特·安德森,matched,true,title-author-and-matched-metadata,Q1-001,制度安排如何具体影响权力运行与群体行为？,draft,theme_cluster_candidate,2,《想象的共同体》这本书试图回答的核心问题是什么？,书中的案例如何揭示权力运作的具体机制？,,,,theme=政治与制度
11,伊甸之东,[美]约翰·斯坦贝克,matched,true,title-author-and-matched-metadata,Q1-002,人物在欲望、责任与制度压力下做出了哪些代价性选择？,draft,theme_cluster_candidate,2,《伊甸之东》这本书试图回答的核心问题是什么？,作品中的价值冲突如何映射现实处境？,,,,theme=小说与叙事
13,为什么：关于因果关系的新科学,[美]朱迪亚·珀尔 [美]达纳·麦肯齐,matched,true,title-author-and-matched-metadata,Q1-006,系统中的反馈与耦合如何导致长期反直觉结果？,draft,theme_cluster_candidate,2,《为什么》这本书试图回答的核心问题是什么？,书中的系统视角如何改变长期策略设计？,,,,theme=复杂系统
17,什么是权力？,[德]韩炳哲,matched,true,title-author-and-matched-metadata,Q1-001,制度安排如何具体影响权力运行与群体行为？,draft,theme_cluster_candidate,2,《什么是权力？》这本书试图回答的核心问题是什么？,该书指出了哪些会导致制度失灵的关键条件？,,,,theme=政治与制度
18,夜莺与玫瑰,[英]奥斯卡·王尔德,matched,true,title-author-and-matched-metadata,Q1-002,人物在欲望、责任与制度压力下做出了哪些代价性选择？,draft,theme_cluster_candidate,2,《夜莺与玫瑰》这本书试图回答的核心问题是什么？,这本书通过人物关系揭示了哪些核心冲突？,,,,theme=小说与叙事
19,复杂,梅拉妮·米歇尔,matched,true,title-author-and-matched-metadata,Q1-006,系统中的反馈与耦合如何导致长期反直觉结果？,draft,theme_cluster_candidate,2,《复杂》这本书试图回答的核心问题是什么？,这本书如何说明局部优化会触发系统级副作用？,,,,theme=复杂系统
23,原型与集体无意识,[瑞士]卡尔·古斯塔夫·荣格,matched,true,title-author-and-matched-metadata,Q1-005,该书如何界定行动、责任与自由的边界？,draft,theme_cluster_candidate,2,《原型与集体无意识》这本书试图回答的核心问题是什么？,书中如何处理价值判断与行动选择之间的关系？,,,,theme=哲学与思想
24,项塔兰,[澳]格里高利·大卫·罗伯兹,matched,true,title-author-and-matched-metadata,Q1-002,人物在欲望、责任与制度压力下做出了哪些代价性选择？,draft,theme_cluster_candidate,2,《项塔兰》这本书试图回答的核心问题是什么？,叙事结构如何影响读者对人物选择的理解？,,,,theme=小说与叙事
27,共时性：心灵与外部世界的有意义巧合,[瑞士]卡尔·古斯塔夫·荣格,matched,true,title-author-and-matched-metadata,Q1-005,该书如何界定行动、责任与自由的边界？,draft,theme_cluster_candidate,2,《共时性》这本书试图回答的核心问题是什么？,书中如何处理价值判断与行动选择之间的关系？,,,,theme=哲学与思想
35,变化社会中的政治秩序,塞缪尔·P.亨廷顿,matched,true,title-author-and-matched-metadata,Q1-001,制度安排如何具体影响权力运行与群体行为？,draft,theme_cluster_candidate,3,《变化社会中的政治秩序》这本书试图回答的核心问题是什么？,该书指出了哪些会导致制度失灵的关键条件？,这本书如何解释制度设计与执行之间的张力？,,,theme=政治与制度
38,智人之上：从石器时代到 AI 时代的信息网络简史,[以]尤瓦尔·赫拉利,matched,true,title-author-and-matched-metadata,Q1-004,模型、算法与工程实现之间的关键落差在哪里？,draft,theme_cluster_candidate,2,《智人之上》这本书试图回答的核心问题是什么？,该书强调了哪些可复用的建模与评估原则？,,,,theme=AI与技术实践
41,直觉泵和其他思考工具：思维工具解析模型决策逻辑,丹尼尔·丹尼特,matched,true,title-author-and-matched-metadata,Q1-003,哪些心理机制会系统性影响判断与选择质量？,draft,theme_cluster_candidate,3,《直觉泵和其他思考工具》这本书试图回答的核心问题是什么？,这本书如何解释理性与非理性在决策中的互动？,这本书揭示了哪些稳定影响判断质量的心理机制？,,,theme=心理与决策
42,作为意志和表象的世界,阿图尔·叔本华,matched,true,title-author-and-matched-metadata,Q1-005,该书如何界定行动、责任与自由的边界？,draft,theme_cluster_candidate,3,《作为意志和表象的世界》这本书试图回答的核心问题是什么？,书中如何处理价值判断与行动选择之间的关系？,该书与既有思想传统的分歧点在哪里？,,,theme=哲学与思想
50,罪与罚,陀思妥耶夫斯基,matched,true,title-author-and-matched-metadata,Q1-002,人物在欲望、责任与制度压力下做出了哪些代价性选择？,draft,theme_cluster_candidate,2,《罪与罚》这本书试图回答的核心问题是什么？,作品中的价值冲突如何映射现实处境？,,,,theme=小说与叙事
51,习惯的力量,查尔斯·都希格,matched,true,title-author-and-matched-metadata,Q1-003,哪些心理机制会系统性影响判断与选择质量？,draft,theme_cluster_candidate,2,《习惯的力量》这本书试图回答的核心问题是什么？,该书提出了哪些可执行的偏差修正方法？,,,,theme=心理与决策
53,善恶的彼岸,尼采,matched,true,title-author-and-matched-metadata,Q1-005,该书如何界定行动、责任与自由的边界？,draft,theme_cluster_candidate,2,《善恶的彼岸》这本书试图回答的核心问题是什么？,该书与既有思想传统的分歧点在哪里？,,,,theme=哲学与思想
54,寻求灵魂的现代人,[瑞士]卡尔·古斯塔夫·荣格,matched,true,title-author-and-matched-metadata,Q1-005,该书如何界定行动、责任与自由的边界？,draft,theme_cluster_candidate,2,《寻求灵魂的现代人》这本书试图回答的核心问题是什么？,书中如何处理价值判断与行动选择之间的关系？,,,,theme=哲学与思想
56,点燃理性的火焰,[瑞典]克里斯特·斯图马克,matched,true,title-author-and-matched-metadata,Q1-003,哪些心理机制会系统性影响判断与选择质量？,draft,theme_cluster_candidate,2,《点燃理性的火焰》这本书试图回答的核心问题是什么？,这本书揭示了哪些稳定影响判断质量的心理机制？,,,,theme=心理与决策
58,紫与黑：K.J.帕克短篇小说集,K.J.帕克,matched,true,title-author-and-matched-metadata,Q1-002,人物在欲望、责任与制度压力下做出了哪些代价性选择？,draft,theme_cluster_candidate,2,《紫与黑》这本书试图回答的核心问题是什么？,作品中的价值冲突如何映射现实处境？,,,,theme=小说与叙事
60,噪声,[美]丹尼尔·卡尼曼 [法]奥利维耶·西博尼 [美]卡斯·R.桑斯坦,matched,true,title-author-and-matched-metadata,Q1-003,哪些心理机制会系统性影响判断与选择质量？,draft,theme_cluster_candidate,2,《噪声》这本书试图回答的核心问题是什么？,该书提出了哪些可执行的偏差修正方法？,,,,theme=心理与决策
73,审判,弗兰茨·卡夫卡,matched,true,title-author-and-matched-metadata,Q1-002,人物在欲望、责任与制度压力下做出了哪些代价性选择？,draft,theme_cluster_candidate,2,《审判》这本书试图回答的核心问题是什么？,叙事结构如何影响读者对人物选择的理解？,,,,theme=小说与叙事
78,焦虑的人,弗雷德里克·巴克曼,matched,true,title-author-and-matched-metadata,Q1-003,哪些心理机制会系统性影响判断与选择质量？,draft,theme_cluster_candidate,2,《焦虑的人》这本书试图回答的核心问题是什么？,这本书如何解释理性与非理性在决策中的互动？,,,,theme=心理与决策
90,人工智能：现代方法,斯图尔特·罗素,matched,true,title-author-and-matched-metadata,Q1-004,模型、算法与工程实现之间的关键落差在哪里？,draft,theme_cluster_candidate,2,《人工智能》这本书试图回答的核心问题是什么？,这本书如何连接数学抽象与工程实现？,,,,theme=AI与技术实践
91,深度学习的数学,涌井良幸 涌井贞美,matched,true,title-author-and-matched-metadata,Q1-004,模型、算法与工程实现之间的关键落差在哪里？,draft,theme_cluster_candidate,2,《深度学习的数学》这本书试图回答的核心问题是什么？,该书强调了哪些可复用的建模与评估原则？,,,,theme=AI与技术实践
92,Python深度学习,[美]弗朗索瓦·肖莱,matched,true,title-author-and-matched-metadata,Q1-004,模型、算法与工程实现之间的关键落差在哪里？,draft,theme_cluster_candidate,3,《Python深度学习》这本书试图回答的核心问题是什么？,这本书如何连接数学抽象与工程实现？,该书强调了哪些可复用的建模与评估原则？,,,theme=AI与技术实践
93,深度学习进阶：自然语言处理,斋藤康毅,matched,true,title-author-and-matched-metadata,Q1-004,模型、算法与工程实现之间的关键落差在哪里？,draft,theme_cluster_candidate,2,《深度学习进阶》这本书试图回答的核心问题是什么？,该书强调了哪些可复用的建模与评估原则？,,,,theme=AI与技术实践
95,系统之美,德内拉·梅多斯,matched,true,title-author-and-matched-metadata,Q1-006,系统中的反馈与耦合如何导致长期反直觉结果？,draft,theme_cluster_candidate,2,《系统之美》这本书试图回答的核心问题是什么？,该书给出了哪些识别反馈回路的具体方法？,,,,theme=复杂系统
96,农民的道义经济学：东南亚的反叛与生存,詹姆斯·C.斯科特,matched,true,title-author-and-matched-metadata,Q1-001,制度安排如何具体影响权力运行与群体行为？,draft,theme_cluster_candidate,2,《农民的道义经济学》这本书试图回答的核心问题是什么？,书中的案例如何揭示权力运作的具体机制？,,,,theme=政治与制度
100,德米安：彷徨少年时,[德]赫尔曼·黑塞,matched,true,title-author-and-matched-metadata,Q1-005,该书如何界定行动、责任与自由的边界？,draft,theme_cluster_candidate,2,《德米安》这本书试图回答的核心问题是什么？,书中如何处理价值判断与行动选择之间的关系？,,,,theme=哲学与思想
101,荒原狼,[德]赫尔曼·黑塞,matched,true,title-author-and-matched-metadata,Q1-002,人物在欲望、责任与制度压力下做出了哪些代价性选择？,draft,theme_cluster_candidate,2,《荒原狼》这本书试图回答的核心问题是什么？,这本书通过人物关系揭示了哪些核心冲突？,,,,theme=小说与叙事
103,原则：应对变化中的世界秩序,瑞·达利欧,matched,true,title-author-and-matched-metadata,Q1-001,制度安排如何具体影响权力运行与群体行为？,draft,theme_cluster_candidate,2,《原则》这本书试图回答的核心问题是什么？,这本书如何解释制度设计与执行之间的张力？,,,,theme=政治与制度
105,高效能人士的七个习惯,史蒂芬·柯维,matched,true,title-author-and-matched-metadata,Q1-003,哪些心理机制会系统性影响判断与选择质量？,draft,theme_cluster_candidate,2,《高效能人士的七个习惯》这本书试图回答的核心问题是什么？,该书提出了哪些可执行的偏差修正方法？,,,,theme=心理与决策
106,社会契约论,[法]卢梭,matched,true,title-author-and-matched-metadata,Q1-001,制度安排如何具体影响权力运行与群体行为？,draft,theme_cluster_candidate,2,《社会契约论》这本书试图回答的核心问题是什么？,书中的案例如何揭示权力运作的具体机制？,,,,theme=政治与制度
108,矩阵力量：线性代数全彩图解+微课+Python编程,姜伟生,matched,true,title-author-and-matched-metadata,Q1-004,模型、算法与工程实现之间的关键落差在哪里？,draft,theme_cluster_candidate,3,《矩阵力量》这本书试图回答的核心问题是什么？,这本书如何连接数学抽象与工程实现？,该书强调了哪些可复用的建模与评估原则？,,,theme=AI与技术实践
